"","STATUS","unique_id","title","meets_inclusion_criteria","source","professional_medical_society_code","professional_medical_society","link","publication_reaffirmation_date","year"
"2693","Published",2692,"Stereotactic radiosurgery for postoperative metastatic surgical cavities  a critical review and International Stereotactic Radiosurgery Society (ISRS) practice guidelines.",FALSE,"Redmond KJ, De Salles AAF, Fariselli L, Levivier M, Ma L, Paddick I, Pollock BE, Regis J, Sheehan J, Suh J, Yomo S, Sahgal A. Stereotactic radiosurgery for postoperative metastatic surgical cavities  a critical review and International Stereotactic Radiosurgery Society (ISRS) practice guidelines. Int J Radiat Oncol Biol Phys. 2021 Sep 1;111(1) 68-80.  [45 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/33891979/  PubMed )","[7Gw8L3ntsq77czG2USuIe7,]","[International Stereotactic Radiosurgery Society (ISRS), ]","https //www.redjournal.org/action/showPdf?pii=S0360-3016%2821%2900377-1","2021 Sep 1",2021
"2694","Published",2693,"Stereotactic radiosurgery for Spetzler-Martin Grade I and II arteriovenous malformations  International Society of Stereotactic Radiosurgery (ISRS) practice guideline.",FALSE,"Graffeo CS, Sahgal A, De Salles A, Fariselli L, Levivier M, Ma L, Paddick I, Marie Regis JM, Sheehan J, Suh J, Yomo S, Pollock BE. Stereotactic radiosurgery for Spetzler-Martin Grade I and II arteriovenous malformations  International Society of Stereotactic Radiosurgery (ISRS) practice guideline. Neurosurgery. 2020 Sep 1;87(3) 442-452.  [62 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32065836/  PubMed )","[7Gw8L3ntsq77czG2USuIe7,]","[International Stereotactic Radiosurgery Society (ISRS), ]","https //journals.lww.com/neurosurgery/Fulltext/2020/09000/Stereotactic_Radiosurgery_for_Spetzler_Martin.3.aspx","2020 Sep 1",2020
"2695","Published",2694,"2021 American College of Rheumatology guideline for the treatment of juvenile idiopathic arthritis  therapeutic approaches for oligoarthritis, temporomandibular joint arthritis, and systemic juvenile idiopathic arthritis.",TRUE,"Onel KB, Horton DB, Lovell DJ, Shenoi S, Cuello CA, Angeles-Han ST, Becker ML, Cron RQ, Feldman BM, Ferguson PJ, Gewanter H, Guzman J, Kimura Y, Lee T, Murphy K, Nigrovic PA, Ombrello MJ, Rabinovich CE, Tesher M, Twilt M, Klein-Gitelman M, Barbar-Smiley F, Cooper AM, Edelheit B, Gillispie-Taylor M, Hays K, Mannion ML, Peterson R, Flanagan E, Saad N, Sullivan N, Szymanski AM, Trachtman R, Turgunbaev M, Veiga K, Turner AS, Reston JT. 2021 American College of Rheumatology guideline for the treatment of juvenile idiopathic arthritis  therapeutic approaches for oligoarthritis, temporomandibular joint arthritis, and systemic juvenile idiopathic arthritis. Arthritis Rheumatol. 2022 Apr;74(4) 553-569.  [100 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/35233993/  PubMed )","[72e00650628391a3c0f29a5fc554534f,]","[American College of Rheumatology (ACR), ]","https //assets.contentstack.io/v3/assets/bltee37abb6b278ab2c/bltaf354c2958ca6774/jia-guideline-2021.pdf","2022 Apr",2022
"2696","Published",2695,"2021 American College of Rheumatology guideline for the treatment of juvenile idiopathic arthritis  recommendations for nonpharmacologic therapies, medication monitoring, immunizations, and imaging.",TRUE,"Onel KB, Horton DB, Lovell DJ, Shenoi S, Cuello CA, Angeles-Han ST, Becker ML, Cron RQ, Feldman BM, Ferguson PJ, Gewanter H, Guzman J, Kimura Y, Lee T, Murphy K, Nigrovic PA, Ombrello MJ, Rabinovich CE, Tesher M, Twilt M, Klein-Gitelman M, Barbar-Smiley F, Cooper AM, Edelheit B, Gillispie-Taylor M, Hays K, Mannion ML, Peterson R, Flanagan E, Saad N, Sullivan N, Szymanski AM, Trachtman R, Turgunbaev M, Veiga K, Turner AS, Reston JT. 2021 American College of Rheumatology guideline for the treatment of juvenile idiopathic arthritis  recommendations for nonpharmacologic therapies, medication monitoring, immunizations, and imaging. Arthritis Rheumatol. 2022 Apr;74(4) 570-585.  [81 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/35233961/  PubMed )","[72e00650628391a3c0f29a5fc554534f,]","[American College of Rheumatology (ACR), ]","https //assets.contentstack.io/v3/assets/bltee37abb6b278ab2c/blt7b17d9a5b878df18/63321f0824bebb2394c24eb8/jia-guideline-non-pharmacologic-2021.pdf","2022 Apr",2022
"2697","Published",2696,"AGA clinical practice update on de-prescribing of proton pump inhibitors  expert review.",FALSE,"Targownik LE, Fisher DA, Saini SD. AGA clinical practice update on de-prescribing of proton pump inhibitors  expert review. Gastroenterology. 2022 Apr;162(4) 1334-1342.  [94 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/35183361/  PubMed )","[355227a398fcdf8fee1c6b32886dccf1,]","[American Gastroenterological Association (AGA) Institute, ]","https //www.gastrojournal.org/action/showPdf?pii=S0016-5085%2821%2904083-X","2022 Apr",2022
"2698","Draft",2697,"Management of rhabdomyolysis  a practice management guideline from the Eastern Association for the Surgery of Trauma.",FALSE,"Sawhney JS, Kasotakis G, Goldenberg A, Abramson S, Dodgion C, Patel N, Khan M, Como JJ. Management of rhabdomyolysis  a practice management guideline from the Eastern Association for the Surgery of Trauma. Am J Surg. 2021 Nov 22;S0002-9610(21)00681-4. [PubMed](https //pubmed.ncbi.nlm.nih.gov/34836603/  PubMed )","[bf928a637371b29b4c721e9329c8b01d,]","[Eastern Association for the Surgery of Trauma (EAST), ]","https //www.americanjournalofsurgery.com/article/S0002-9610(21)00681-4/fulltext","2021 Nov",2021
"2699","Published",2698,"Bladder cancer  ESMO clinical practice guideline for diagnosis, treatment and follow-up.",FALSE,"Powles T, Bellmunt J, Comperat E, De Santis M, Huddart R, Loriot Y, Necchi A, Valderrama BP, Ravaud A, Shariat SF, Szabados B, van der Heijden MS, Gillessen S. Bladder cancer  ESMO clinical practice guideline for diagnosis, treatment and follow-up. Ann Oncol. 2022 Mar;33(3) 244-258.  [121 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/34861372/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,]","[European Society for Medical Oncology (ESMO), ]","https //www.annalsofoncology.org/action/showPdf?pii=S0923-7534%2821%2904827-4","2022 Mar",2022
"2700","Published",2699,"Testicular seminoma and non-seminoma  ESMO-EURACAN clinical practice guideline for diagnosis, treatment and follow-up.",FALSE,"Oldenburg J, Berney DM, Bokemeyer C, Climent MA, Daugaard G, Gietema JA, De Giorgi U, Haugnes HS, Huddart RA, Leão R, Sohaib A, Gillessen S, Powles T. Testicular seminoma and non-seminoma  ESMO-EURACAN clinical practice guideline for diagnosis, treatment and follow-up. Ann Oncol. 2022 Apr;33(4) 362-375.  [101 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/35065204/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,7fnKr0CuYexusucetQU4C9,]","[European Society for Medical Oncology (ESMO), European Reference Network for Rare Adult Solid Cancers (EURACAN), ]","https //www.annalsofoncology.org/article/S0923-7534(22)00007-2/pdf","2022 Apr",2022
"2701","Published",2700,"British Society of Gastroenterology guidelines for the management of iron deficiency anaemia in adults.",FALSE,"Snook J, Bhala N, Beales ILP, Cannings D, Kightley C, Logan RPH, Pritchard DM, Sidhu R, Surgenor S, Thomas W, Verma AM, Goddard AF. British Society of Gastroenterology guidelines for the management of iron deficiency anaemia in adults. Gut. 2021 Nov;70(11) 2030-2051.  [218 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/34497146/  PubMed )","[405QPmhg76u0WuIuU804aa,]","[British Society of Gastroenterology (BSG), ]","https //gut.bmj.com/content/gutjnl/70/11/2030.full.pdf","2021 Nov",2021
"2702","Published",2701,"American College of Gastroenterology-Canadian Association of Gastroenterology clinical practice guideline  management of anticoagulants and antiplatelets during acute gastrointestinal bleeding and the periendoscopic period.",FALSE,"Abraham NS, Barkun AN, Sauer BG, Douketis J, Laine L, Noseworthy PA, Telford JJ, Leontiadis GI. American College of Gastroenterology-Canadian Association of Gastroenterology clinical practice guideline  management of anticoagulants and antiplatelets during acute gastrointestinal bleeding and the periendoscopic period. Am J Gastroenterol. 2022 Apr 1;117(4) 542-558.  [100 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/35297395/  PubMed )","[0b06cf30fe01a98c3ea4bca89ea03839,5ha3PpmQwwu6qUqq8mA8a6,]","[American College of Gastroenterology (ACG), Canadian Association of Gastroenterology (CAG), ]","https //journals.lww.com/ajg/Fulltext/9900/American_College_of_Gastroenterology_Canadian.285.aspx","2022 Apr 1",2022
"2703","Published",2702,"2022 Society of Critical Care Medicine clinical practice guidelines on prevention and management of pain, agitation, neuromuscular blockade, and delirium in critically ill pediatric patients with consideration of the ICU environment and early mobility.",FALSE,"Smith HAB, Besunder JB, Betters KA, Johnson PN, Srinivasan V, Stormorken A, Farrington E, Golianu B, Godshall AJ, Acinelli L, Almgren C, Bailey CH, Boyd JM, Cisco MJ, Damian M, deAlmeida ML, Fehr J, Fenton KE, Gilliland F, Grant MJC, Howell J, Ruggles CA, Simone S, Su F, Sullivan JE, Tegtmeyer K, Traube C, Williams S, Berkenbosch JW. 2022 Society of Critical Care Medicine clinical practice guidelines on prevention and management of pain, agitation, neuromuscular blockade, and delirium in critically ill pediatric patients with consideration of the ICU environment and early mobility. Pediatr Crit Care Med. 2022 Feb 1;23(2) e74-e110.  [347 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/35119438/  PubMed )","[1b22c181474e077f52d16fb63c827700,]","[Society of Critical Care Medicine (SCCM), ]","https //journals.lww.com/pccmjournal/Fulltext/2022/02000/2022_Society_of_Critical_Care_Medicine_Clinical.15.aspx","2022 Feb 1",2022
"2704","Published",2703,"EASL clinical practice guidelines on prevention and management of bleeding and thrombosis in patients with cirrhosis.",FALSE,"European Association for the Study of the Liver. EASL clinical practice guidelines on prevention and management of bleeding and thrombosis in patients with cirrhosis. J Hepatol. 2022 May;76(5) 1151-1184.  [340 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/35300861/  PubMed )","[1knDqT676Wk40SssI8kuO0,]","[European Association for the Study of the Liver (EASL), ]","https //www.journal-of-hepatology.eu/action/showPdf?pii=S0168-8278%2821%2902033-X","2022 May",2022
"2705","Published",2704,"HIV prevention and control  partner services to increase HIV testing.",TRUE,"Community Preventive Services Task Force (CPSTF). HIV prevention and control  partner services to increase HIV testing. Atlanta (GA)  Community Preventive Services Task Force (CPSTF); 2021 Jul. 10 p.  [18 references ]","[9a93a356fc9b6030c7e5c963cb1f0bd8,]","[Community Preventive Services Task Force (CPSTF), ]","https //www.thecommunityguide.org/sites/default/files/assets/HIV-Partner-Services-508.pdf","2021 Jul",2021
"2706","Published",2705,"Hamstring strain injury in athletes.",TRUE,"Martin RL, Cibulka MT, Bolgla LA, Koc Jr TA, Loudon JK, Manske RC, Weiss L, Christoforetti JJ, Heiderscheit BC. Hamstring strain injury in athletes. J Orthop Sports Phys Ther. 2022 Mar;52(3) CPG1-CPG44.  [111 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/35164536/  PubMed )","[ad7fb72b3cbdc54b1d029802783b1a14,]","[Academy of Orthopaedic Physical Therapy, APTA, ]","https //www.orthopt.org/uploads/content_files/files/Hamstring_Strain_Injury_in_Athletes.pdf","2022 Mar",2022
"2707","Published",2706,"Diagnosis and management of Barrett s esophagus  an updated ACG guideline.",FALSE,"Shaheen NJ, Falk GW, Iyer PG, Souza RF, Yadlapati RH, Sauer BG, Wani S. Diagnosis and management of Barrett s esophagus  an updated ACG guideline. Am J Gastroenterol. 2022 Apr 1;117(4) 559-587.  [232 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/35354777/  PubMed )","[0b06cf30fe01a98c3ea4bca89ea03839,]","[American College of Gastroenterology (ACG), ]","https //journals.lww.com/ajg/Fulltext/2022/04000/Diagnosis_and_Management_of_Barrett_s_Esophagus_.17.aspx","2022 Apr 1",2022
"2708","Published",2707,"Universal hepatitis B vaccination in adults aged 19-59 years  updated recommendations of the Advisory Committee on Immunization Practices - United States, 2022.",TRUE,"Weng MK, Doshani M, Khan MA, Frey S, Ault K, Moore KL, Hall EW, Morgan RL, Campos-Outcalt D, Wester C, Nelson NP. Universal hepatitis B vaccination in adults aged 19-59 years  updated recommendations of the Advisory Committee on Immunization Practices - United States, 2022. MMWR Morb Mortal Wkly Rep. 2022 Apr 1;71(13) 477-483.  [15 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/35358162/  PubMed )","[687ee859561fa9e649d2bf9a3f84bfcd,]","[Centers for Disease Control and Prevention (CDC), ]","https //www.cdc.gov/mmwr/volumes/71/wr/pdfs/mm7113a1-H.pdf","2022 Apr 1",2022
"2709","Published",2708,"ACR Appropriateness Criteria® ataxia-child.",FALSE,"Radhakrishnan R, Shea LAG, Pruthi S, Silvera VM, Bosemani T, Desai NK, Gilbert DL, Glenn OA, Guimaraes CV, Ho ML, Lam HFS, Maheshwari M, Mirsky DM, Nadel HR, Partap S, Schooler GR, Udayasankar UK, Whitehead MT, Wright JN, Rigsby CK, Expert Panel on Pediatric Imaging. ACR Appropriateness Criteria® ataxia-child. Reston (VA)  American College of Radiology (ACR); 2022. 19 p.  [53 references ]","[de8f284ffbbd62d898329958504bd620,]","[American College of Radiology (ACR), ]","https //acsearch.acr.org/docs/3158172/Narrative/","2022",2022
"2710","Published",2709,"ACR Appropriateness Criteria® fibroids.",FALSE,"Ascher SM, Wasnik AP, Robbins JB, Adelman M, Brook OR, Feldman MK, Jones LP, Knavel Koepsel EM, Patel-Lippmann KK, Patlas MN, VanBuren W, Maturen KE, Expert Panel on GYN and OB Imaging. ACR Appropriateness Criteria® fibroids. Reston (VA)  American College of Radiology (ACR); 2022. 12 p.  [101 references ]","[de8f284ffbbd62d898329958504bd620,]","[American College of Radiology (ACR), ]","https //acsearch.acr.org/docs/3188532/Narrative/","2022",2022
"2711","Published",2710,"ACR Appropriateness Criteria® hernia.",FALSE,"Garcia EM, Pietryga JA, Kim DH, Fowler KJ, Chang KJ, Kambadakone AR, Korngold EK, Liu PS, Marin D, Coursey Moreno C, Panait L, Santillan CS, Weinstein S, Wright CL, Zreloff J, Carucci LR, Expert Panel on Gastrointestinal Imaging. ACR Appropriateness Criteria® hernia. Reston (VA)  American College of Radiology (ACR); 2022. 13 p.  [73 references ]","[de8f284ffbbd62d898329958504bd620,]","[American College of Radiology (ACR), ]","https //acsearch.acr.org/docs/3158169/Narrative/","2022",2022
"2712","Published",2711,"ACR Appropriateness Criteria® imaging after breast surgery.",FALSE,"Mehta TS, Lourenco AP, Niell BL, Bennett DL, Brown A, Chetlen A, Freer P, Ivansco LK, Jochelson MS, Klein, Malak SF, McCrary M, Mullins D, Neal CH, Newell MS, Ulaner GA, Moy L, Expert Panel on Breast Imaging. ACR Appropriateness Criteria® imaging after breast surgery. Reston (VA)  American College of Radiology (ACR); 2022. 18 p.  [78 references ]","[de8f284ffbbd62d898329958504bd620,]","[American College of Radiology (ACR), ]","https //acsearch.acr.org/docs/3178300/Narrative/","2022",2022
"2713","Published",2712,"SAGES 2022 guidelines regarding the use of laparoscopy in the era of COVID-19.",TRUE,"Collings AT, Jeyarajah DR, Hanna NM, Dort J, Tsuda S, Nepal P, Lim R, Lin C, Hong JS, Ansari MT, Slater BJ, Pryor AD, Kohn GP. SAGES 2022 guidelines regarding the use of laparoscopy in the era of COVID-19. Surg Endosc. 2022 May;36(5) 2723-2733.  [23 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/35237900/  PubMed )","[cf7435ff88a7e0ba86fef91e2bcfc908,]","[Society of American Gastrointestinal and Endoscopic Surgeons (SAGES), ]","https //link.springer.com/content/pdf/10.1007/s00464-022-09133-w.pdf","2022 May",2022
"2714","Published",2713,"ACR Appropriateness Criteria® staging and follow-up of esophageal cancer.",FALSE,"Raptis CA, Goldstein A, Henry TS, Porter KK, Catenacci D, Kelly AM, Kuzniewski CT, Lai AR, Lee E, Long JM, Martin Morris MF, Sandler KL, Sirajuddin A, Surasi DS, Wallace GW, Kamel IR, Donnelly EF, Expert Panels on Thoracic and Gastrointestinal Imaging. ACR Appropriateness Criteria® staging and follow-up of esophageal cancer. Reston (VA)  American College of Radiology (ACR); 2022. 12 p.  [44 references ]","[de8f284ffbbd62d898329958504bd620,]","[American College of Radiology (ACR), ]","https //acsearch.acr.org/docs/3163055/Narrative/","2022",2022
"2715","Published",2714,"The impact of severe acute respiratory syndrome coronavirus type 2 on children with liver diseases  a joint European Society for Pediatric Gastroenterology, Hepatology and Nutrition and Society of Pediatric Liver Transplantation position paper.",FALSE,"Nicastro E, Ebel NH, Kehar M, Czubkowski P, Ng VL, Michaels MG, Lobritto SJ, Martinez M, Indolfi G. The impact of severe acute respiratory syndrome coronavirus type 2 on children with liver diseases  a joint European Society for Pediatric Gastroenterology, Hepatology and Nutrition and Society of Pediatric Liver Transplantation position paper. J Pediatr Gastroenterol Nutr. 2022 Jan 1;74(1) 159-170.  [144 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/34694269/  PubMed )","[1Dpwt8Xj9OGmsIik822WiG,4lAekHqjYziYjYnnJtFL0Q,]","[European Society for Paediatric Gastroenterology Hepatology and Nutrition (ESPGHAN), Society of Pediatric Liver Transplantation (SPLIT), ]","https //journals.lww.com/jpgn/Fulltext/2022/01000/The_Impact_of_Severe_Acute_Respiratory_Syndrome.24.aspx","2022 Jan 1",2022
"2716","Published",2715,"Epilepsies in children, young people and adults.",TRUE,"National Institute for Health and Care Excellence (NICE). Epilepsies in children, young people and adults. London (UK)  National Institute for Health and Care Excellence (NICE); 2022 Apr 27. 139 p. (NICE guideline; no. 217)","[98c36041002547b2fc68cd7d2fc19855,]","[National Institute for Health and Care Excellence (NICE), ]","https //www.nice.org.uk/guidance/ng217","2022 Apr 27",2022
